,title,longitude,latitude
0,가온길 강남점,127.0270814339416,37.50107234693448
1,카페인버스 강남역점,127.0264013974018,37.497513170178756
2,BIZ N STUDY CAFE 내자리,127.023577,37.50323
3,마망갸또 강남역점,127.0269101997241,37.50280209991781
4,카페 로스터제임스,127.03664589972408,37.49527019991782
5,더바나나앤코,127.02801522067799,37.5004940852073
6,야쿤카야토스트 강남역점,127.0268602621621,37.49797018344156
7,하프타임,127.10754169500248,37.46419026874457
8,렉탱글618커피,127.0284222,37.503475
9,카카듀 강남점,127.02659970570191,37.503762035464035
10,커피스튜디오,127.0279325605745,37.50142980258409
11,알베르,127.02808799972408,37.503169199917814
12,더바나나앤코,127.027188,37.502564
13,,127.0262548012782,37.50322495719584
14,반지만들기 강남점,127.02536302410451,37.50386006274494
15,더바나나앤코,127.02718759972409,37.5025638999178
16,카카듀 강남점,127.02716879972408,37.50322349991782
17,강남역 오설록,127.0279257997241,37.49604149991783
18,씨즈베이커리카페,127.02669105297244,37.504016661010475
19,뉴코피커피,127.02685851511171,37.501131699489925
20,렉탱글618커피,127.0284222,37.503475
21,클로리스 신논현점,127.02555609972408,37.5038638999178
22,파리바게뜨 강남모나코점,127.0251653654588,37.497599290028376
23,알베르,127.02808799972408,37.503169199917814
24,마망갸또 강남역점,127.0269101997241,37.50280209991781
25,카페마마스 강남역지점,127.02718337176977,37.496649752479115
26,카페바리스타아카데미학원,127.033479,37.496322
27,커피스튜디오,127.02683067531565,37.50213746717931
28,서초홍우빌딩,127.0280870547772,37.49671478141063
29,에스프레소 퍼블릭,127.0278654997241,37.50287239991781
30,망고식스 강남대로점,127.02565699972408,37.5028519999178
31,배스킨라빈스 FAVORITE D점,127.02671929972408,37.500537499917826
32,제임스치즈등갈비 강남2호점,127.0247643997241,37.50006869991782
33,오설록티하우스,127.02796569972408,37.49610939991782
34,알베르,127.02808799972408,37.503169199917814
35,CNN Cafe 강남센터점,127.02768489972408,37.49927659991781
36,카페마마스 강남역지점,127.02647306859731,37.49626833658996
37,서울특별시 강남구 논현2동 249-6,127.03453361539563,37.513258933622936
38,씨즈베이커리카페,127.0269759997241,37.50368429991781
39,카카듀 강남점,127.02716879972408,37.50322349991782
40,미스아메리카노,127.01360889972412,37.48527859991784
41,서울특별시 강남구 역삼1동 813-9,127.02669289972408,37.50247009991781
42,아비꼬 선릉역점,127.0521163,37.5041552
43,어글리스토브 신논현강남역점,127.02827225893498,37.49935178898911
44,알베르,127.02684373349922,37.50312816823648
45,더달달,127.02880334132249,37.500960924515354
